customer_id,age,annual_income,spending_score,gender,city,membership_years,last_purchase_amount
27,21,,96.8394098474284,Female,New York,0.3777636493000766,99.42826269139788
28,39,46172.19242728574,27.66452285401786,Female,Phoenix,0.8824218822554135,83.81988888145467
29,27,24430.67062734326,47.929040539384964,Male,Phoenix,0.41342615260792975,95.31513053251452
30,31,,38.7533424822458,Female,Phoenix,1.3932189001315047,49.9883550962262
31,27,,39.494023128375574,Male,Houston,2.1797976367907124,173.44461266069956
32,57,64184.501413514445,79.64770638574656,Male,Phoenix,2.3939981972769435,25.172708822237084
33,34,57565.475985776146,17.200961365846958,Male,New York,1.521901562602621,23.45879072454215
34,22,41880.5135755664,61.661742273407654,Female,Los Angeles,1.4754484404580963,16.112627709640137
35,44,20347.676465786142,68.20595268264664,Female,Houston,1.287994652647678,35.158040588264114
36,20,42571.77352992897,46.44622065995452,Female,Los Angeles,0.5627777367926702,60.34729804513599
37,37,45434.82693419073,72.32669567466932,Female,Los Angeles,2.12403715187543,31.154898655384855
38,11,45306.06549214979,53.69129601343626,Male,New York,2.140219869868966,33.07337905220697
39,19,59278.34535466887,80.4282480289028,Female,Houston,0.5909043877284835,165.64844683450875
40,37,79785.1461652226,11.944867376853646,Male,Chicago,2.4117426956366375,27.438460748442363
41,43,51852.938027616394,41.280618474828266,Female,Phoenix,3.903931532003101,39.7838236351924
42,37,46749.02316265307,48.20467142872413,Female,Los Angeles,1.8063018748295123,79.80268180213065
43,33,46111.67280493861,-16.80518461178373,Female,Los Angeles,0.25008277579032423,10.298128402496415
44,31,51865.77150361572,22.85118166053663,Female,New York,0.7927948148004033,16.46222963453823
45,17,37575.593594774014,29.66001864103034,Male,New York,0.19475810964723142,116.67289226048634
46,26,51802.97838119083,73.70514987058374,Female,New York,0.7191614517941757,8.612731603205397
47,29,56762.185044977,32.32891634213498,Male,Houston,0.47637287135689915,12.459770629470082
48,47,53145.290953617325,29.548025317350568,Male,Phoenix,1.6176946738675133,10.386248944207937
49,39,56863.129010071716,70.4371445164048,Female,Houston,1.101714226722309,38.41831522179464
50,13,56506.21414022803,9.552233855248637,Female,New York,2.5651958537834703,15.21559828420608
51,38,23421.549766303346,-1.7811016860893036,Male,New York,0.9021041241782883,23.375130208576167
52,30,,40.96019249826634,Female,Los Angeles,0.3361762297201426,173.48180314161706
53,26,39934.7773150632,13.807330798041118,Female,Houston,0.5384402050015945,44.47415210553013
54,42,33562.41255494063,14.758017633508775,Male,Houston,1.5783612762860084,67.98951480872819
55,47,33433.222582175054,64.33584479219955,Female,Phoenix,1.1951461999784128,77.84455252514856
56,46,56503.12415708794,71.89934594781448,Female,Houston,0.08708598653614433,157.92129493577568
57,24,46661.37609162721,69.72160539630313,Female,Phoenix,0.4713066980614241,33.69435404698209
58,31,24770.46824021884,77.71941650768082,Male,Chicago,0.7040472319666998,50.44282950029914
59,38,57170.567227884254,81.02835800037005,Male,Phoenix,2.5845849347126357,43.340562734623774
60,46,28405.878038017592,-3.214755220673271,Male,New York,2.6218317544780283,19.971543554515446
61,29,52097.32037777316,61.260298998236664,Female,Chicago,2.3945744930756048,46.527578956725534
62,32,53577.48388509581,36.75979501076103,Female,Los Angeles,3.412574668357193,74.01154361362865
63,21,,31.314393850239096,Male,Los Angeles,4.141038463048335,129.79523267427766
64,20,76725.27179700277,64.01036580521763,Female,Los Angeles,0.14752610054076934,22.640913971797918
65,44,,6.742613002606207,Male,New York,1.3587146125039637,161.802506126276
66,51,49212.89215905426,6.222284853192001,Male,Los Angeles,0.32259061451789156,36.769460741379305
67,34,45854.97057433674,65.83931860204292,Female,Phoenix,0.8740977220594063,186.80199638165857
68,47,56506.24528941444,62.194650437772445,Male,New York,2.1765144880326486,53.04867378130065
69,39,53235.03156400428,53.41831639678776,Female,Houston,1.8408923202569365,71.99799242727637
70,27,44711.8063589507,28.00216488192158,Female,New York,0.27521564735193993,37.2366331360663
71,39,43386.46717083717,68.59574086455311,Female,New York,2.830059271598867,260.5350878827013
72,53,33253.237172239285,67.0075723015119,Male,Houston,3.09308355624292,22.339902371451736
73,34,64817.92373609764,52.13261287618636,Female,Phoenix,0.2997487221229045,152.76481935320118
74,53,56888.06272399294,20.566973968255713,Female,Chicago,1.9124504864196767,18.01050089417948
75,3,63766.52296692706,39.36879135676233,Female,Houston,5.80919996736287,27.76579536424381
76,44,45344.0579528673,70.94584193811107,Female,New York,0.19730136652730432,297.1497031119006
77,36,40147.467969583544,83.17978057004467,Male,Los Angeles,0.3597054645770737,102.75177325418667
78,31,33825.274000561585,41.836584915591786,Male,Houston,2.9008088715644362,71.48662962477015
79,36,55383.763756109896,43.75817580479344,Female,Houston,0.8217364581596198,66.77661379178528
80,11,34403.10163207648,45.957772299373474,Female,Chicago,6.227753062450427,166.0386513929891
81,32,77729.94603449825,56.8723252227743,Male,New York,1.9582642801932055,78.8426882022883
82,39,,35.47331749849941,Female,Los Angeles,1.3201998950718719,56.44092835521714
83,52,54104.901788187526,-22.354626439289593,Female,Los Angeles,0.8239631250051759,86.67998572916876
84,28,73502.82060820679,79.81922504117742,Male,Chicago,0.5465716925363071,44.803472523514536
85,25,58986.346388957136,94.86722367906373,Male,Los Angeles,2.099763123108918,36.664983644552
86,28,52635.10568737669,34.690003509857185,Female,Phoenix,1.793118186059642,26.68593163935604
87,45,35472.74529557156,23.33366577703065,Male,Houston,0.8860623830373936,19.059735640079403
88,38,29273.46217148444,46.572486940244445,Male,Houston,4.9966342514546005,86.53739452701447
89,28,61550.751633763786,45.312402906780676,Female,Los Angeles,2.869321950440706,46.41188272986457
90,41,,74.88796442907399,Female,Los Angeles,0.6023922935077316,10.712761062501727
91,36,43417.250142827426,51.36598604112594,Male,Los Angeles,5.742290560424864,36.744677320769
92,46,,30.18442924072042,Female,Houston,2.817399732298011,73.01072351740349
93,26,,17.039763736048773,Female,Los Angeles,4.548129916889762,27.300590244190783
94,31,35288.527345061935,71.64085462049184,Male,Phoenix,0.29287426245812176,72.94319006363654
95,30,48295.1473625144,64.98778102910623,Female,Phoenix,0.06710686847464764,5.834011280020884
96,17,73986.84861255101,76.51399695229547,Male,Houston,1.3581661535319032,259.3859695444579
97,38,,25.79533123197265,Male,New York,1.1889684153045008,71.57858730021974
98,38,54576.2810706013,95.96092248820824,Female,New York,4.077427845601469,7.971024919529548
99,35,43998.205080483036,6.407637323569077,Male,New York,0.3778355705838013,1.7749525882897268
100,32,41252.51424116066,67.74002553503699,Female,Phoenix,0.04772945701414816,69.58309221110729
101,18,71084.71396261945,2.260430820077458,Female,Chicago,1.5068468644948738,21.300206369363785
102,29,53011.07811137584,30.241715457538305,Female,New York,0.3909743466096997,73.93044762606922
103,30,18460.989621184668,89.02557326119897,Female,Chicago,0.10155314021451058,126.57283752855376
104,25,39896.90528154136,70.78410636189973,Male,Houston,0.04491346165650289,25.100600242570646
105,33,37126.7595234256,36.34448961282045,Female,Phoenix,0.3073134665868815,113.82194741222091
106,39,41806.039862338024,37.029073929457795,Male,New York,0.942750208513023,134.22787428258806
107,57,58443.659904276275,52.51555277088605,Female,Phoenix,4.307784186248492,85.45009139704679
108,37,48388.32677308626,62.853524769018065,Female,Houston,2.859026875086513,205.38960309995818
109,38,48847.01889494507,81.28948456706742,Male,Phoenix,1.5107612006248423,21.80464733462622
110,34,69702.09741987856,38.59414988478764,Male,Los Angeles,1.1254479053801707,13.983266990276741
111,11,39553.083653199676,9.705373412819963,Female,New York,1.2168735108509112,10.548834058720173
112,34,77962.99288831024,53.924215676219,Male,Phoenix,4.319471746975641,58.11301166743356
113,35,39930.38612943371,38.56422906229013,Male,Phoenix,2.5792874755875985,84.88626083429354
114,64,51337.972949188574,17.484157381288817,Male,Phoenix,0.3775144776940777,102.65529891732983
115,32,45781.94606895849,57.44172288281986,Female,Houston,5.617904262497688,51.65127441857454
116,38,51851.287002514415,44.67215614768027,Female,New York,2.9648622385245584,74.76001035270303
117,34,56668.87992609694,57.662805161744856,Female,New York,0.06950605100935778,75.82282489964109
118,20,56507.52860133315,27.63889499532049,Male,Los Angeles,1.395342911579199,84.4547771685105
119,48,38703.2400406913,62.16776325813747,Female,Los Angeles,2.1156037318846397,91.17649351849923
120,44,33156.27983828644,17.072545081125533,Female,Phoenix,0.12585617726318682,134.9216741137197
121,44,87547.57686358567,29.306715257585424,Male,New York,0.8710039927610604,15.762273309317939
122,24,42740.2349059917,43.92714422281806,Female,New York,2.0899674780628636,26.247718664446488
123,51,60488.1865800798,93.54546037399285,Female,Phoenix,3.3865922517955807,88.87764234508529
124,18,25885.380342152046,69.62063421371235,Female,Chicago,7.556549141355203,10.420477791299861
125,42,45805.809201429845,76.92981260669474,Male,New York,0.25937575493728715,47.597189232896696
126,61,48092.00924026335,85.42692583357861,Male,Phoenix,2.0015327782590098,151.89394387620544
127,23,57092.22604891749,140.07080339527184,Female,Phoenix,4.465925613367741,248.81672268773994
128,28,9163.187885120917,51.03972668896085,Female,Chicago,2.524036349547232,103.67443105977199
129,36,52492.10919617496,85.51002307824639,Male,Los Angeles,2.001517760740973,80.9800755723775
130,28,32753.878169481606,75.31588136004854,Male,Phoenix,0.4826709891922713,140.21431685415757
131,16,54865.185667923855,74.90081258268815,Male,New York,3.3780158135116567,82.85264428876651
132,35,34455.06204742756,94.35599045100453,Female,Los Angeles,1.6533177552941525,104.32942288699864
133,22,37167.75956111628,39.51717422538809,Female,Los Angeles,0.23625270670908213,359.45799516075033
134,40,45895.58584410098,37.53287440159051,Male,Los Angeles,5.485337383509812,57.5378486773451
135,23,34215.05795595207,57.99413783704654,Male,Phoenix,8.911903982910234,43.138104943359515
136,53,42866.98329896968,45.43250570195282,Female,New York,1.5429633721282365,205.00588892935008
137,25,32099.36347185027,57.96252132495433,Male,Chicago,2.9965006609574067,48.19110313946759
138,31,22502.443224519087,89.06871962632529,Female,Houston,1.750838465521771,88.42365977242156
139,44,65269.35578644039,38.04633193234304,Male,Houston,1.0970748635109688,119.02554011538639
140,20,30559.269607641076,42.38302593515674,Female,Los Angeles,1.0522441529075561,17.624992107428085
141,37,,54.35777508816443,Male,Houston,6.666010399892634,53.08521140460276
142,50,61293.366222406774,44.29203934937076,Female,Houston,0.9202222323891007,32.54439685814891
143,15,40775.83846225935,2.1498542996628176,Male,Phoenix,1.3484710261591508,37.22860268944154
144,37,,35.49680893252651,Female,Chicago,0.5713436177469935,126.96327851282456
145,38,53393.57133001132,67.1843310559376,Female,Houston,0.584135496154046,17.269661922507364
146,44,66769.00734090728,85.93866877331617,Female,Chicago,0.8808184953959067,41.653437298753154
147,20,32460.271023702968,21.13453581155683,Male,Houston,5.174613404089862,71.31792699008881
148,19,47747.782519738415,21.017940019228927,Female,Los Angeles,1.0101445886847171,49.98170724927504
149,41,24012.58107549009,50.75584506793339,Female,Los Angeles,1.6072169606939424,78.19354869263147
150,38,44101.98494476715,-1.8898766219459184,Female,Chicago,1.5782304063897095,96.05214759287954
151,38,50513.07026807113,38.87574492532181,Male,Chicago,1.750063702364447,104.62077049594906
152,39,37180.630373674016,6.598948511215164,Male,Chicago,3.430079511045435,163.88366907129262
153,26,43145.12249262153,84.22653249606162,Male,Chicago,4.629343848348401,570.448506749744
154,37,28876.598475388248,30.766721141239888,Female,New York,0.4682746928861923,136.20299915584533
155,38,51156.179170722404,91.32085465847568,Male,Los Angeles,3.9386256842316727,52.078401795895644
156,26,65835.41373324725,77.83803383645848,Female,Houston,1.5868507210860059,86.19459268868502
157,57,33542.84195344304,33.84206755756458,Male,New York,5.166438237698738,39.49178370607236
158,40,40659.92350171426,23.201009078848063,Male,Chicago,4.957608414578431,164.77870376413196
159,20,57538.19369681273,45.16135627081029,Male,Houston,0.9867354441240702,72.79684818879272
160,42,68181.36078984104,47.38383439354492,Female,Los Angeles,2.110397337358156,271.42928417451515
161,23,27602.15281686603,58.65367359881004,Female,Chicago,4.102270932314779,39.082927733130255
162,44,47468.22893876076,30.586417761745526,Male,Phoenix,0.9713194919326399,41.59935661086662
163,48,54246.96233479287,68.65987183805508,Male,Chicago,0.0896294358120057,44.444697196251
164,25,48469.15414056728,56.63320137499749,Female,Houston,0.8919738146472023,32.79761850481736
165,46,12848.118996843694,41.4901210821034,Female,Los Angeles,0.9095339185468001,95.5508820426586
166,39,57516.35013963158,32.19898361454942,Female,Chicago,3.2874956555093062,70.47526641403272
167,44,72790.04526635967,45.37787542253285,Female,Los Angeles,0.7410362979475809,76.86664956056741
168,57,51749.92626754255,29.577468704310775,Male,New York,4.4883247861108115,7.538120783199899
169,32,34533.40920058605,51.46096737208969,Male,Phoenix,1.5909868781920509,20.47045808039633
170,25,,52.13596713049775,Male,New York,1.7645235952522036,50.49105333573184
171,24,76548.6960148339,56.542682086908485,Female,Phoenix,3.290208398656745,61.53998593260503
172,25,63649.43811290838,94.15606024179635,Female,New York,0.28906965945007007,272.6307562918577
173,34,59600.39927576494,46.68888200751069,Male,Los Angeles,0.036209047101494266,21.075603330099185
174,39,55346.18875301564,75.11494667811206,Male,Los Angeles,0.11656092841718772,17.701331690221533
175,38,40082.94331713542,55.73968492439254,Male,New York,0.062286994953910865,18.930253315432168
176,44,46991.43229016347,44.04389245253865,Male,Houston,2.4072449309214674,60.61320943244968
177,35,48831.15896482226,47.02101825121915,Male,New York,0.5619984703022148,112.2007867492178
178,52,58243.61474096667,48.52933977079874,Female,Chicago,3.8957336435007313,31.240005051309534
179,31,72633.78341400356,56.994192693205406,Male,Houston,4.2890273708932485,63.92689496750788
180,67,66775.07205189692,26.01698086952576,Female,Los Angeles,0.8803832268544506,16.715259849622218
181,42,28709.23466305939,13.366490413875825,Female,New York,0.4333921527889164,15.315386337431374
182,24,,66.35743483685688,Female,Houston,1.381547896869692,34.78961122024586
183,22,61051.450177518454,72.45309581453148,Male,Chicago,3.3835571927796444,128.39138664587804
184,40,59282.904952169534,68.64089582007007,Female,Phoenix,2.3096795170666704,27.130957974046492
185,32,40561.49354918871,53.874300463911815,Male,Los Angeles,0.052158773025565104,45.58824925022578
186,43,93711.63823652542,69.18061568633222,Male,Houston,0.014352481057593335,21.515328368461
187,40,30843.731565033217,67.83572565042856,Female,Houston,0.24163320283044581,18.674221624528723
188,34,33752.17330000925,69.69073397387386,Male,Houston,0.8212783593929576,85.64011807217265
189,24,53503.92621892365,28.511479466447163,Female,New York,1.5395477030671558,30.710525810997044
190,16,81752.0458244578,22.576205071134225,Male,Los Angeles,3.402941315043931,13.473640176550143
191,29,37457.077239437436,40.28576883119323,Male,Los Angeles,0.3081511433236542,12.810442591084575
192,45,46012.57451529511,49.56539726143362,Female,New York,0.3308793619653213,148.66219778744392
193,37,66159.40509523539,43.95197182169276,Female,New York,3.984772801028099,10.288716699756419
194,20,49732.067676684,3.082741716553117,Male,New York,5.154699889201461,167.96209661042985
195,37,44980.94218204557,93.04231530337856,Female,Chicago,1.602754294562492,103.84446081122852
196,39,58484.493528300794,43.14885027785661,Female,Houston,3.073235710240962,35.21793530192315
197,24,54087.7698534439,54.31761041442384,Male,Chicago,0.8391416083920836,112.40711021795066
198,36,65456.58178455187,81.11372476907647,Female,Los Angeles,5.847451454977591,44.612368376955665
199,35,69372.03333598045,-8.62430673803013,Female,New York,4.705241556771174,82.53864086561073
200,21,54605.045900080426,37.2076532022072,Male,Houston,3.788979501459108,8.379893849327992
201,39,54375.99088067464,40.322068160504884,Female,Phoenix,0.026133172789305756,63.161529552666345
202,41,53211.664734292004,41.59224886373388,Male,Houston,1.4817277964091125,38.06212318401421
203,47,57336.95834973932,45.66283523215118,Female,Phoenix,0.05404734940833937,33.222338324927144
204,47,50827.559568071956,86.17836996112112,Male,Houston,2.2629666634101255,133.21167004550242
205,18,49990.87276516566,66.83647189318056,Female,New York,0.4053186614695051,449.66177893197863
206,23,67949.40681240863,73.95088171572074,Male,Phoenix,2.0404154740305476,200.14183808496725
207,41,72741.74270532565,51.17800679527309,Male,Phoenix,0.20618971110934392,174.77979157748933
208,41,27386.70583049869,15.015673846362471,Male,Los Angeles,2.826230901435846,23.826316745255863
209,41,50150.31727610854,-1.9924258786501725,Female,Houston,2.592527019593164,106.42100001437916
210,81,39669.58349832148,11.764806919209224,Male,Chicago,0.009241083544471236,37.24109918308141
211,41,45335.42800270891,58.99414260415049,Male,Chicago,3.1409457099560845,34.02048767974689
212,48,56037.743146029825,50.794242817440875,Female,Los Angeles,0.3577446028945298,469.9358769260309
213,46,60041.57557313703,44.74590881109981,Male,Los Angeles,0.231473071258855,7.380519829661911
214,42,48318.103345829826,40.78557733149658,Male,Los Angeles,1.3872834301747203,88.36573694636786
215,31,21299.894979157958,100.29303938606867,Male,New York,1.7836412572124332,82.59040651474642
216,44,35524.3162913573,29.42741022558814,Male,New York,0.21763476598350384,126.12857378949246
217,25,63447.49505300249,73.19548640290147,Female,New York,0.7269634680978826,123.12287356811946
218,32,8893.603669476031,50.04782340052485,Female,New York,1.0478045104434934,91.13183083200133
219,29,67811.40727523,48.476512205350076,Female,Los Angeles,5.751140342922486,82.58745724335063
220,35,57818.44985966812,79.4159387154186,Male,Los Angeles,0.5788932776174265,25.243664294792183
221,62,69742.64122295033,86.56325956728611,Female,New York,0.6035296628440487,58.151419392290016
222,12,47021.46219678559,44.01126357787904,Male,New York,2.1540649956428557,126.93072811478804
223,43,19078.918639656426,69.98006798105355,Male,Phoenix,2.5976844429430868,27.90897602359433
224,15,56455.43962259747,59.097284053751345,Female,Houston,0.0217622870121235,79.56454947657163
225,29,69119.79686057512,50.185928470247866,Male,Phoenix,0.28781199549396935,128.4304091462832
226,48,63870.82708270131,55.106373566425646,Male,Houston,0.885371677596386,39.502149698755275
227,35,40059.62774767947,32.79977962887906,Female,New York,1.9994045073623643,260.7356481376545
228,22,51301.4161319397,42.347515166722886,Female,New York,0.2880156192552743,96.93261153173849
229,26,42007.45596830115,35.484118006182335,Male,New York,0.8830628434046174,11.25942137950546
230,43,37711.003037159426,72.534417910723,Male,Phoenix,0.16720373087990065,60.04335221974355
231,26,64330.82856769776,47.61997211147344,Male,Los Angeles,1.693127482360859,25.049025364916297
232,37,32037.01533102257,17.557149384624044,Male,Houston,1.1115250976741151,19.67401268024053
233,35,36592.75354127581,31.914069420922804,Female,Phoenix,3.1031044596866804,20.999746230841197
234,27,33439.615497914216,-29.981616130304456,Female,New York,1.7061081822636186,369.281820356091
235,60,27646.2871505143,37.63768495294629,Male,Los Angeles,2.1523766010993195,24.612408102157215
236,42,52196.21437763905,50.94112662742874,Female,Phoenix,2.2243576647354484,47.17727662174283
237,10,67422.54572722963,46.59660377832566,Male,Houston,1.7812878410906046,75.74621977580055
238,37,47226.84865632102,99.50385878828482,Female,New York,0.032445850983398555,27.02675785169604
239,27,27413.782991537504,64.37265102287591,Female,Houston,3.5682884525618417,23.944273492019374
240,45,62599.168096130416,63.26129632722877,Male,New York,4.970603426109377,29.302712607515247
241,25,75285.52631052457,8.918274135743054,Female,New York,1.5281707244724074,30.52889422426779
242,33,40306.36513780108,40.88394864707168,Male,Chicago,0.23792362607449663,92.83194197084491
243,41,42821.68599923423,37.83342981690761,Female,Houston,2.1266922978421996,23.259664337885127
244,45,57734.90945125091,30.347970029799804,Female,Los Angeles,0.9042654490010765,253.4407346817705
245,20,74328.10621677578,30.00298336216634,Male,New York,0.15220777835050842,44.07058902144629
246,30,42202.48781412161,4.796926151459418,Female,Los Angeles,3.851136090973978,276.43873821250685
247,29,30013.253285026924,18.103669882966788,Female,Phoenix,2.4875999927465604,51.30526635074511
248,27,59471.279094086094,71.85233506912373,Male,New York,3.2677181599487057,12.352989380836348
249,56,61986.02109713449,46.427132700170446,Female,New York,3.180513145811799,29.0163891016156
250,39,50091.9717565284,37.339939543141654,Female,New York,0.8853321243916078,93.18519505336319
251,19,41628.00110513824,49.8647166336823,Male,Los Angeles,1.3163826764591213,19.25583136776705
252,46,64915.680964880696,79.18476696752877,Male,Chicago,0.5322442069256127,52.47788134637069
253,60,57920.54006821947,50.10526302189464,Female,Houston,2.8121497095812322,77.48497026768727
254,47,38473.46724644761,63.509353273275956,Female,New York,1.484514080815712,79.54337839385403
255,16,50736.42096958507,28.834878940293564,Male,Houston,2.0996760510930472,96.68558053223781
256,29,29724.3870196303,34.53425123133202,Male,Houston,0.8820466462833927,69.13052810966504
257,50,60288.3568465688,58.84942212659188,Female,Houston,2.273765898720453,19.998619797282586
258,26,46066.49645925716,97.31634270842784,Female,Los Angeles,2.2246398070923035,41.55270020151017
259,40,43464.337514228944,85.74437148787185,Male,Houston,2.9407316490579207,55.27045550104909
260,44,49506.88272271349,64.57070173640348,Female,Phoenix,0.3378730558652156,85.21581102360554
261,23,50604.615489953714,53.78584400401795,Female,Los Angeles,1.954569091644597,26.231503935725993
262,34,63423.95092348341,85.02673389067928,Male,Los Angeles,4.231818630990741,52.39756003548431
263,-3,58866.35796987832,69.8669580761281,Female,Phoenix,0.1977878763995723,370.55425908275447
264,22,47653.86081810796,-7.34155055926653,Female,Chicago,6.475438036124514,138.53490826972362
265,31,61455.02224578493,23.65172880361945,Male,Chicago,0.4658401816880934,131.89827465708402
266,20,56011.058805374196,58.45350813394829,Female,New York,5.514891137931771,51.540975499950406
267,54,,5.325810861225694,Female,Chicago,4.050208437814036,65.98014879594632
268,17,48129.22762645271,27.56027488107845,Male,New York,2.9409885764889694,55.49694444271356
269,29,47776.656667353185,32.50462640855065,Male,Houston,0.47001275046706587,88.3949139638228
270,36,57578.920147613026,43.595852343854155,Male,New York,0.48781018008651406,15.885133857239857
271,52,44494.66077917537,42.81424479434481,Female,Chicago,0.6003323039156497,24.603047637217937
272,17,44143.8622036755,42.771989320829334,Female,New York,3.3262727445558395,13.397836630469383
273,48,79531.35964150938,70.63268793100784,Female,Los Angeles,0.41574471690534787,115.2843113622587
274,35,64096.03222620656,43.369403363736645,Female,Chicago,1.7390088464610407,113.03605490265916
275,23,38590.99003362291,40.38424669821915,Male,New York,3.005917438931162,28.538017197601544
276,40,58564.11490913297,16.270697396412093,Male,Chicago,1.234707250884174,27.003791949578424
277,37,51775.25098482766,75.60865504964562,Male,Phoenix,3.6745105851862028,113.68704428044147
278,27,55873.267628901405,33.212562151312845,Female,Chicago,1.6515431044305648,111.0335128823687
279,35,52060.11986847657,22.82424179996812,Male,Phoenix,1.8083557298193065,277.13411453325347
280,30,67844.63968227853,55.327264371724276,Female,New York,2.258864623020728,23.975824395839375
281,36,55184.30516977169,30.82646844042343,Female,Phoenix,3.7413331591389283,48.71228367251126
282,42,49068.66952678569,36.85118150514265,Female,Chicago,0.009289530317027235,61.86618736688503
283,54,65632.85865474526,56.46150435797672,Male,Los Angeles,0.9969882040446442,96.14524227857557
284,20,53499.27561631808,41.8379344055111,Female,Phoenix,6.5932162293767185,143.62906275907375
285,60,51822.17868993586,107.79023438251586,Female,Chicago,0.2077715738617517,48.48232828585392
286,11,54710.33903729171,48.12928641702005,Male,Los Angeles,0.5317068271556237,68.00932657325842
287,33,48595.8646495045,65.44595547198055,Male,Houston,1.6922754342163562,39.88491648938325
288,42,50138.404894932035,1.457648812676371,Female,Phoenix,3.9021634159750347,12.932997028863479
289,38,41199.58116857191,28.48377170213175,Female,Phoenix,0.20451585111054313,23.429572401544934
290,27,38732.49170564182,22.827157627082194,Female,New York,0.008077100227671056,34.185378618300554
291,32,35021.44420276341,26.14050691743428,Male,Houston,2.3232437919305853,95.5919469765514
292,29,29120.25069804386,60.38844984592507,Male,New York,1.8191369944955498,6.650974706022024
293,27,36804.23957923165,75.88912669443525,Male,New York,0.6323290922712844,97.17436665397085
294,45,47385.99448299612,58.61576261586277,Male,Chicago,6.321917618186796,97.72200623870442
295,39,,44.33388441084227,Male,New York,1.6381007428733814,34.575586810092084
296,26,45930.55155278539,34.228624032189515,Female,Phoenix,2.1777991577772617,366.4929704158059
297,45,14664.447648089632,77.83999377966272,Female,New York,0.952147053604074,70.36829532830136
298,38,73618.79536643514,101.78138635387155,Female,Los Angeles,5.091561820149914,69.45449326389453
299,44,66297.20184335572,53.37639261959227,Female,Phoenix,0.6461394822110132,46.417178099945524
300,42,56686.39776825693,73.48407660178931,Male,Chicago,2.76291239260469,8.774017760572928
301,25,78612.36008829903,58.584258744886874,Male,New York,0.24810393021179059,28.478868376582174
302,28,35339.53823774434,68.88762266163974,Female,Los Angeles,1.5434568945257547,24.738798084341344
303,43,78314.37680939007,20.88633054724709,Female,Los Angeles,1.7245028521826185,105.61665497782867
304,42,35521.78884874178,37.7965929964469,Male,Phoenix,0.4173809155192209,32.239080159191424
305,34,,59.8867360011396,Female,New York,0.7824639912294328,73.79154412626596
306,36,30892.440122986936,80.31227360204949,Female,Los Angeles,0.39372683055045277,10.796281367539402
307,50,50220.4114331655,29.54664445905813,Male,New York,3.728996946268283,213.67188712369676
308,27,55792.49746997583,-0.832477776003171,Female,Phoenix,2.141152358173395,111.62536784107994
309,41,47679.64503298168,37.54338933896877,Male,Houston,1.1827489207164341,53.25739661350368
310,32,60708.16166135206,75.25326785870625,Female,Los Angeles,1.6237724731447496,33.68815505685867
311,32,51485.21674230886,10.40261022280376,Female,Chicago,0.8433156624840608,125.61031946646345
312,48,42163.77907433736,20.577002696710387,Female,New York,1.1198193034854327,32.54451061745323
313,44,41497.80023296491,53.89796465127779,Male,Phoenix,1.9318644705700796,32.2954505347268
314,44,62163.70658923545,47.10071868096341,Male,Phoenix,0.4751914678619509,43.41668737350001
315,50,40193.869552895485,64.86166203883069,Male,Chicago,0.2879631348493288,235.89447525671704
