customer_id,age,annual_income,spending_score,gender,city,membership_years,last_purchase_amount,total_spent,avg_transaction,transaction_count,spending_volatility,avg_discount,last_purchase
16,28,50623.12760845842,48.21214976817544,Female,New York,2.3,74.31324167627604,119.08,59.54,2.0,46.68,15.0,2024-05-08 04:13:40.528410568
17,22,50250.56189004144,16.518242112867476,Male,Houston,1.5,39.170532919043026,429.7,47.74,9.0,41.99,10.56,2024-05-04 11:08:12.129842600
18,38,56874.76908688163,12.078539587292036,Female,Chicago,4.8,159.8892151231629,238.58,47.72,5.0,59.34,11.0,2024-02-27 10:02:06.290525808
19,24,39277.891115127946,26.032406771410404,Female,Los Angeles,5.7,78.83790117136859,102.88,51.44,2.0,49.91,5.0,2024-05-31 16:03:31.396227928
20,18,76917.87272588318,95.52418063165575,Male,Chicago,5.3,63.2148384098506,328.4,54.73,6.0,72.69,7.5,2024-05-26 10:59:00.886817736
21,52,73172.62193627388,105.3319479502826,Male,Phoenix,1.8,33.77719368425447,320.8,64.16,5.0,49.72,11.0,2024-04-05 13:16:02.875257504
22,32,59061.461395333514,55.12472868272275,Male,Los Angeles,1.5,394.844819652996,274.6,54.92,5.0,39.29,5.0,2024-03-18 23:38:06.693733872
23,35,70415.1005715466,53.72356990603221,Female,Chicago,0.6,20.26745373075609,327.48,327.48,1.0,0.0,10.0,2023-07-14 21:09:54.227884558
24,17,50971.87025185072,41.591990704261974,Male,Los Angeles,0.4,38.25482241797528,249.33,62.33,4.0,47.74,12.5,2024-05-25 23:19:11.375027504
25,28,61481.56241562524,26.637866292262444,Female,Phoenix,1.6,38.40448002539299,341.79,48.83,7.0,51.13,9.29,2024-01-17 22:13:15.903918080
26,36,72165.80442953113,84.3794764401811,Male,Phoenix,0.3,45.38890985115659,281.58,70.4,4.0,69.46,12.5,2024-03-03 13:07:29.648992976
27,21,50250.56189004144,96.8394098474284,Female,New York,0.4,99.42826269139788,597.39,66.38,9.0,72.66,8.89,2024-04-11 03:16:35.563911280
28,39,46172.19242728574,27.66452285401786,Female,Phoenix,0.9,83.81988888145467,142.26,71.13,2.0,80.2,5.0,2024-03-29 18:43:09.891797832
29,27,24430.67062734326,47.92904053938496,Male,Phoenix,0.4,95.31513053251452,423.84,52.98,8.0,32.75,11.88,2024-05-25 18:51:10.285405704
30,31,50250.56189004144,38.7533424822458,Female,Phoenix,1.4,49.9883550962262,516.85,129.21,4.0,161.72,12.5,2024-04-15 03:04:05.596911936
31,27,50250.56189004144,39.494023128375574,Male,Houston,2.2,173.44461266069956,312.79,34.75,9.0,31.87,12.78,2024-05-29 13:25:59.047180944
32,57,64184.501413514445,79.64770638574656,Male,Phoenix,2.4,25.172708822237084,390.27,55.75,7.0,46.53,7.86,2024-05-14 08:52:43.455269104
33,34,57565.475985776146,17.200961365846958,Male,New York,1.5,23.45879072454215,253.44,63.36,4.0,62.81,17.5,2023-11-19 07:33:00.255605112
34,22,41880.5135755664,61.661742273407654,Female,Los Angeles,1.5,16.112627709640137,141.11,28.22,5.0,11.31,7.0,2023-11-16 07:34:56.033920680
35,44,20347.676465786142,68.20595268264664,Female,Houston,1.3,35.158040588264114,362.54,60.42,6.0,61.59,12.5,2024-04-19 22:13:00.351607032
36,20,42571.77352992897,46.44622065995452,Female,Los Angeles,0.6,60.34729804513599,6.36,6.36,1.0,0.0,0.0,2023-07-27 09:11:47.414148282
37,37,45434.82693419073,72.32669567466932,Female,Los Angeles,2.1,31.154898655384855,339.6,67.92,5.0,34.87,16.0,2024-01-07 17:16:56.156323128
38,11,45306.06549214979,53.69129601343626,Male,New York,2.1,33.07337905220697,82.16,27.39,3.0,16.34,6.67,2024-02-22 17:51:52.262245248
39,19,59278.34535466887,80.4282480289028,Female,Houston,0.6,165.64844683450875,206.26,103.13,2.0,104.29,10.0,2023-12-13 07:02:40.635212704
40,37,79785.1461652226,11.944867376853646,Male,Chicago,2.4,27.438460748442363,347.89,69.58,5.0,90.49,10.0,2024-03-31 05:27:45.033300664
41,43,51852.938027616394,41.280618474828266,Female,Phoenix,3.9,39.7838236351924,291.96,36.49,8.0,31.44,12.5,2024-03-22 14:14:41.153623072
42,37,46749.02316265307,48.20467142872413,Female,Los Angeles,1.8,79.80268180213065,199.92,49.98,4.0,32.95,8.75,2023-06-17 10:32:06.902538050
43,33,46111.67280493861,-16.80518461178373,Female,Los Angeles,0.3,10.298128402496417,118.82,39.61,3.0,20.67,6.67,2023-11-03 14:20:21.576431528
44,31,51865.77150361572,22.85118166053663,Female,New York,0.8,16.46222963453823,427.58,61.08,7.0,58.03,8.57,2024-05-14 13:35:37.938758776
45,17,37575.593594774014,29.66001864103034,Male,New York,0.2,116.67289226048634,246.48,35.21,7.0,29.64,10.0,2024-02-10 20:13:35.920318408
46,26,51802.97838119083,73.70514987058374,Female,New York,0.7,8.612731603205397,272.22,54.44,5.0,54.07,9.0,2024-02-29 19:21:40.274005480
47,29,56762.185044977,32.32891634213498,Male,Houston,0.5,12.459770629470082,200.95,50.24,4.0,17.21,12.5,2023-09-28 20:25:58.975179504
48,47,53145.290953617325,29.548025317350568,Male,Phoenix,1.6,10.386248944207937,92.23,30.74,3.0,11.33,20.0,2023-07-03 12:25:54.367087342
49,39,56863.12901007171,70.4371445164048,Female,Houston,1.1,38.41831522179464,257.89,85.96,3.0,60.94,16.67,2024-03-20 07:24:01.108822176
50,13,56506.21414022803,9.552233855248636,Female,New York,2.6,15.21559828420608,70.14,23.38,3.0,16.32,13.33,2023-11-19 20:27:16.736734736
51,38,23421.549766303346,-1.7811016860893036,Male,New York,0.9,23.375130208576167,383.6,54.8,7.0,43.39,14.29,2024-04-14 09:26:54.632292648
52,30,50250.56189004144,40.96019249826634,Female,Los Angeles,0.3,173.48180314161706,125.04,62.52,2.0,18.74,17.5,2023-12-31 07:05:59.359187184
53,26,39934.7773150632,13.807330798041118,Female,Houston,0.5,44.47415210553013,693.02,77.0,9.0,84.18,7.78,2024-05-06 18:28:38.962379248
54,42,33562.41255494063,14.758017633508777,Male,Houston,1.6,67.98951480872819,289.49,96.5,3.0,93.05,10.0,2023-12-03 01:51:27.493749876
55,47,33433.222582175054,64.33584479219955,Female,Phoenix,1.2,77.84455252514856,383.3,127.77,3.0,194.39,16.67,2023-10-28 16:23:20.284005680
56,46,56503.12415708794,71.89934594781448,Female,Houston,0.1,157.92129493577568,88.53,22.13,4.0,13.3,10.0,2023-11-30 10:49:25.451309028
57,24,46661.37609162721,69.72160539630313,Female,Phoenix,0.5,33.69435404698209,94.93,47.47,2.0,9.16,5.0,2023-08-23 10:53:32.560251204
58,31,24770.46824021884,77.71941650768082,Male,Chicago,0.7,50.44282950029914,343.28,171.64,2.0,84.43,2.5,2023-12-18 07:54:03.448868976
59,38,57170.567227884254,81.02835800037005,Male,Phoenix,2.6,43.340562734623774,134.47,44.82,3.0,33.12,15.0,2023-09-30 09:09:41.267625352
60,46,28405.878038017592,-3.214755220673271,Male,New York,2.6,19.97154355451545,216.8,72.27,3.0,35.51,6.67,2023-04-11 05:42:40.155203104
61,29,52097.32037777316,61.260298998236664,Female,Chicago,2.4,46.527578956725534,635.97,79.5,8.0,99.63,11.88,2024-05-11 07:10:25.476509528
62,32,53577.48388509581,36.75979501076103,Female,Los Angeles,3.4,74.01154361362865,534.81,66.85,8.0,56.73,5.0,2024-05-13 20:13:20.368007360
63,21,50250.56189004144,31.314393850239096,Male,Los Angeles,4.1,129.79523267427766,208.87,29.84,7.0,16.15,9.29,2024-03-31 03:28:37.882357648
64,20,76725.27179700277,64.01036580521763,Female,Los Angeles,0.1,22.64091397179792,237.79,39.63,6.0,28.66,8.33,2024-04-24 10:39:53.471869440
65,44,50250.56189004144,6.742613002606207,Male,New York,1.4,161.802506126276,111.05,27.76,4.0,16.01,5.0,2023-09-17 23:51:35.413908280
66,51,49212.89215905426,6.222284853192001,Male,Los Angeles,0.3,36.769460741379305,114.84,38.28,3.0,22.45,6.67,2023-07-20 09:41:06.553331066
67,34,45854.97057433674,65.83931860204292,Female,Phoenix,0.9,186.80199638165857,191.08,47.77,4.0,37.57,11.25,2024-03-13 11:21:47.762155240
68,47,56506.24528941444,62.194650437772445,Male,New York,2.2,53.04867378130065,483.17,60.4,8.0,56.33,13.12,2024-04-26 22:13:28.000160000
69,39,53235.03156400428,53.41831639678776,Female,Houston,1.8,71.99799242727637,542.71,67.84,8.0,68.68,11.88,2024-05-02 13:13:34.264285288
70,27,44711.8063589507,28.00216488192158,Female,New York,0.3,37.2366331360663,415.03,41.5,10.0,29.29,12.0,2024-05-29 18:08:53.530670616
71,39,43386.46717083717,68.59574086455311,Female,New York,2.8,260.5350878827013,252.83,42.14,6.0,31.49,14.17,2024-04-02 20:29:47.075741512
72,53,33253.237172239285,67.0075723015119,Male,Houston,3.1,22.339902371451736,124.72,41.57,3.0,15.22,10.0,2024-05-14 00:41:21.457629152
73,34,64817.92373609764,52.13261287618636,Female,Phoenix,0.3,152.76481935320118,180.74,30.12,6.0,13.81,10.83,2024-04-27 09:08:37.330346608
74,53,56888.06272399294,20.566973968255713,Female,Chicago,1.9,18.01050089417948,492.69,82.11,6.0,91.56,8.33,2024-04-01 21:25:01.446028920
75,3,63766.52296692706,39.36879135676233,Female,Houston,5.8,27.76579536424381,489.98,81.66,6.0,70.25,10.0,2023-12-27 01:06:14.479489588
76,44,45344.0579528673,70.94584193811107,Female,New York,0.2,297.1497031119006,166.7,55.57,3.0,63.47,10.0,2023-07-07 06:30:56.341126822
77,36,40147.467969583544,83.17978057004467,Male,Los Angeles,0.4,102.75177325418667,382.63,54.66,7.0,101.49,10.71,2024-02-01 10:38:40.894417888
78,31,33825.274000561585,41.836584915591786,Male,Houston,2.9,71.48662962477015,71.83,17.96,4.0,4.49,13.75,2024-04-18 18:55:07.026140520
79,36,55383.763756109896,43.75817580479344,Female,Houston,0.8,66.77661379178528,153.69,38.42,4.0,46.78,17.5,2024-01-12 17:08:45.394507892
80,11,34403.10163207648,45.957772299373474,Female,Chicago,6.2,166.0386513929891,236.43,39.41,6.0,35.72,7.5,2024-01-15 03:42:46.347326948
81,32,77729.94603449825,56.8723252227743,Male,New York,2.0,78.8426882022883,357.9,44.74,8.0,43.91,5.62,2024-05-27 09:33:59.728794576
82,39,50250.56189004144,35.47331749849941,Female,Los Angeles,1.3,56.44092835521714,269.03,53.81,5.0,56.63,4.0,2024-03-23 08:06:45.512110240
83,52,54104.901788187526,-22.354626439289593,Female,Los Angeles,0.8,86.67998572916876,354.99,59.16,6.0,51.47,9.17,2024-04-28 14:40:31.200624016
84,28,73502.82060820679,79.81922504117742,Male,Chicago,0.5,44.803472523514536,406.65,203.33,2.0,7.01,15.0,2024-03-16 07:21:37.681953640
85,25,58986.346388957136,94.86722367906373,Male,Los Angeles,2.1,36.664983644552,172.27,43.07,4.0,32.9,11.25,2024-05-18 04:41:59.186383728
86,28,52635.10568737669,34.690003509857185,Female,Phoenix,1.8,26.68593163935604,201.21,40.24,5.0,41.15,11.0,2024-04-08 16:27:41.217224344
87,45,35472.74529557156,23.33366577703065,Male,Houston,0.9,19.059735640079403,241.93,34.56,7.0,39.88,6.43,2024-02-28 22:01:08.401368024
88,38,29273.46217148444,46.572486940244445,Male,Houston,5.0,86.53739452701447,295.74,59.15,5.0,45.98,10.0,2024-01-09 07:59:45.599711996
89,28,61550.751633763786,45.31240290678067,Female,Los Angeles,2.9,46.41188272986457,233.76,77.92,3.0,102.75,8.33,2024-04-04 15:55:31.002620056
90,41,50250.56189004144,74.88796442907399,Female,Los Angeles,0.6,10.712761062501729,0.0,0.0,0.0,0.0,0.0,
91,36,43417.250142827426,51.36598604112594,Male,Los Angeles,5.7,36.744677320769,420.51,46.72,9.0,36.52,8.89,2024-05-05 21:23:00.483609672
92,46,50250.56189004144,30.18442924072042,Female,Houston,2.8,73.01072351740349,314.26,44.89,7.0,32.11,15.0,2024-05-06 07:18:36.238324768
93,26,50250.56189004144,17.039763736048773,Female,Los Angeles,4.5,27.300590244190783,200.48,50.12,4.0,33.63,12.5,2023-09-16 08:24:05.788915780
94,31,35288.527345061935,71.64085462049184,Male,Phoenix,0.3,72.94319006363654,291.38,58.28,5.0,45.33,9.0,2024-05-29 21:07:34.257085144
95,30,48295.1473625144,64.98778102910623,Female,Phoenix,0.1,5.834011280020884,95.5,31.83,3.0,37.15,5.0,2024-05-21 23:16:47.948158960
96,17,73986.84861255101,76.51399695229547,Male,Houston,1.4,259.3859695444579,462.49,57.81,8.0,58.15,7.5,2024-02-08 21:34:17.873157464
97,38,50250.56189004144,25.79533123197265,Male,New York,1.2,71.57858730021974,846.14,141.02,6.0,108.32,12.5,2024-05-09 20:40:43.728874576
98,38,54576.2810706013,95.96092248820824,Female,New York,4.1,7.971024919529548,620.94,68.99,9.0,70.41,8.33,2024-05-22 05:58:49.582591648
99,35,43998.20508048304,6.407637323569077,Male,New York,0.4,1.7749525882897268,537.53,89.59,6.0,98.35,10.0,2024-05-22 22:51:20.365607312
100,32,41252.51424116066,67.74002553503699,Female,Phoenix,0.0,69.58309221110729,287.59,57.52,5.0,51.81,12.0,2024-05-08 13:54:22.889257784
101,18,71084.71396261945,2.260430820077458,Female,Chicago,1.5,21.300206369363785,293.53,41.93,7.0,27.33,13.57,2024-03-18 13:27:37.545150904
102,29,53011.07811137584,30.241715457538305,Female,New York,0.4,73.93044762606922,344.89,68.98,5.0,103.08,4.0,2024-04-20 14:50:37.740754816
103,30,18460.989621184668,89.02557326119897,Female,Chicago,0.1,126.57283752855376,311.33,77.83,4.0,19.12,11.25,2024-05-19 17:10:48.084961696
104,25,39896.90528154136,70.78410636189973,Male,Houston,0.0,25.100600242570646,88.19,29.4,3.0,7.76,8.33,2024-03-14 03:59:25.151303024
105,33,37126.7595234256,36.34448961282045,Female,Phoenix,0.3,113.82194741222092,188.09,26.87,7.0,23.9,5.71,2024-05-01 06:12:20.030800616
106,39,41806.039862338024,37.029073929457795,Male,New York,0.9,134.22787428258806,152.49,30.5,5.0,33.2,6.0,2024-04-08 08:01:25.825716512
107,57,58443.659904276275,52.51555277088605,Female,Phoenix,4.3,85.45009139704679,443.32,63.33,7.0,59.71,10.0,2024-05-11 23:18:16.077921560
108,37,48388.32677308626,62.853524769018065,Female,Houston,2.9,205.38960309995815,116.38,29.1,4.0,18.45,10.0,2024-04-21 07:43:08.523770472
109,38,48847.01889494507,81.28948456706742,Male,Phoenix,1.5,21.80464733462622,156.09,26.01,6.0,18.21,15.83,2024-04-23 16:03:08.931778632
110,34,69702.09741987856,38.59414988478764,Male,Los Angeles,1.1,13.98326699027674,459.24,114.81,4.0,142.96,11.25,2024-05-02 13:28:27.658153160
111,11,39553.08365319968,9.705373412819965,Female,New York,1.2,10.548834058720171,133.14,44.38,3.0,19.91,6.67,2024-01-06 02:49:00.106802136
112,34,77962.99288831024,53.924215676219,Male,Phoenix,4.3,58.11301166743356,1037.17,94.29,11.0,98.43,10.45,2024-05-30 04:49:09.466989336
113,35,39930.38612943371,38.56422906229013,Male,Phoenix,2.6,84.88626083429354,556.0,79.43,7.0,81.73,10.0,2024-03-29 05:48:53.410668216
114,64,51337.972949188574,17.484157381288817,Male,Phoenix,0.4,102.65529891732984,296.05,49.34,6.0,28.9,7.5,2024-03-25 01:48:15.681913640
115,32,45781.94606895849,57.44172288281986,Female,Houston,5.6,51.65127441857454,138.42,46.14,3.0,35.94,10.0,2024-05-05 20:23:26.908138160
116,38,51851.287002514415,44.67215614768027,Female,New York,3.0,74.76001035270303,125.17,41.72,3.0,31.43,10.0,2024-03-14 07:12:59.271585432
117,34,56668.87992609694,57.662805161744856,Female,New York,0.1,75.82282489964109,133.06,66.53,2.0,18.15,10.0,2023-05-17 14:45:19.782395648
118,20,56507.52860133315,27.63889499532049,Male,Los Angeles,1.4,84.4547771685105,88.78,22.2,4.0,11.94,7.5,2024-05-31 08:07:02.792455848
119,48,38703.2400406913,62.16776325813747,Female,Los Angeles,2.1,91.17649351849924,6.62,6.62,1.0,0.0,20.0,2023-03-26 05:18:13.053861077
120,44,33156.27983828644,17.072545081125533,Female,Phoenix,0.1,134.9216741137197,223.56,74.52,3.0,79.2,8.33,2024-04-22 10:16:21.667633352
121,44,87547.57686358567,29.306715257585424,Male,New York,0.9,15.76227330931794,827.0,165.4,5.0,263.93,10.0,2024-01-05 04:14:01.264825296
122,24,42740.2349059917,43.92714422281806,Female,New York,2.1,26.247718664446488,281.51,56.3,5.0,54.06,10.0,2024-04-12 05:49:48.707774152
123,51,60488.1865800798,93.54546037399284,Female,Phoenix,3.4,88.87764234508529,787.03,112.43,7.0,154.53,10.0,2024-04-23 04:08:26.026120520
124,18,25885.38034215205,69.62063421371235,Female,Chicago,7.6,10.42047779129986,856.61,285.54,3.0,440.64,10.0,2024-04-29 17:58:24.526090520
125,42,45805.809201429845,76.92981260669474,Male,New York,0.3,47.597189232896696,283.45,35.43,8.0,50.96,7.5,2024-05-25 21:49:51.011820240
126,61,48092.00924026335,85.42692583357861,Male,Phoenix,2.0,151.89394387620544,129.97,43.32,3.0,13.78,11.67,2023-11-10 17:34:23.345266904
127,23,57092.22604891749,140.07080339527184,Female,Phoenix,4.5,248.8167226877399,183.92,36.78,5.0,17.89,9.0,2024-04-23 12:34:41.417628352
128,28,12027.674615467333,51.03972668896085,Female,Chicago,2.5,103.674431059772,407.42,58.2,7.0,65.83,8.57,2024-04-18 22:23:34.540290808
129,36,52492.10919617496,85.51002307824639,Male,Los Angeles,2.0,80.9800755723775,244.05,48.81,5.0,57.15,15.0,2024-03-01 13:43:31.420228408
130,28,32753.87816948161,75.31588136004854,Male,Phoenix,0.5,140.21431685415757,143.33,47.78,3.0,34.71,5.0,2024-05-01 17:22:22.754855096
131,16,54865.185667923855,74.90081258268815,Male,New York,3.4,82.85264428876651,494.38,49.44,10.0,39.86,9.5,2024-05-13 23:12:01.094421888
132,35,34455.06204742756,94.35599045100452,Female,Los Angeles,1.7,104.32942288699864,59.81,29.9,2.0,22.93,12.5,2023-12-05 12:55:15.234304684
133,22,37167.75956111628,39.51717422538809,Female,Los Angeles,0.2,359.45799516075033,255.9,51.18,5.0,46.28,6.0,2024-03-21 12:26:08.191363824
134,40,45895.58584410098,37.53287440159051,Male,Los Angeles,5.5,57.5378486773451,368.97,46.12,8.0,64.72,6.25,2024-05-05 09:13:24.184083680
135,23,34215.05795595207,57.99413783704654,Male,Phoenix,8.9,43.138104943359515,127.33,42.44,3.0,29.66,11.67,2024-04-14 02:00:12.816256328
136,53,42866.98329896968,45.43250570195282,Female,New York,1.5,205.00588892935008,211.51,42.3,5.0,37.06,11.0,2024-01-28 04:53:49.408588172
137,25,32099.36347185027,57.96252132495433,Male,Chicago,3.0,48.19110313946759,234.7,58.68,4.0,56.09,7.5,2024-05-06 16:59:18.599171984
138,31,22502.443224519087,89.06871962632529,Female,Houston,1.8,88.42365977242156,786.65,157.33,5.0,208.19,9.0,2023-12-30 03:33:12.639852796
139,44,65269.35578644039,38.04633193234304,Male,Houston,1.1,119.0255401153864,882.6,88.26,10.0,132.71,11.5,2024-05-27 22:58:02.997659952
140,20,30559.269607641076,42.38302593515674,Female,Los Angeles,1.1,17.624992107428085,297.43,49.57,6.0,41.38,13.33,2024-05-04 23:02:55.035500712
141,37,50250.56189004144,54.35777508816443,Male,Houston,6.7,53.08521140460276,387.77,35.25,11.0,38.81,8.64,2024-05-19 13:27:27.176943536
142,50,61293.366222406774,44.29203934937076,Female,Houston,0.9,32.54439685814891,502.82,100.56,5.0,177.47,13.0,2024-03-29 00:21:18.745574912
143,15,40775.83846225935,2.1498542996628176,Male,Phoenix,1.3,37.22860268944154,139.93,46.64,3.0,59.41,15.0,2023-09-13 19:06:17.503550072
144,37,50250.56189004144,35.49680893252651,Female,Chicago,0.6,126.96327851282456,218.35,72.78,3.0,32.41,10.0,2024-04-03 13:07:24.464889296
145,38,53393.57133001132,67.1843310559376,Female,Houston,0.6,17.269661922507364,257.33,42.89,6.0,17.68,8.33,2024-04-11 00:03:01.443628872
146,44,66769.00734090728,85.93866877331617,Female,Chicago,0.9,41.653437298753154,78.11,26.04,3.0,1.68,13.33,2024-04-16 18:46:28.615772312
147,20,32460.271023702968,21.13453581155683,Male,Houston,5.2,71.31792699008881,212.13,42.43,5.0,18.68,13.0,2024-05-01 17:52:09.542590848
148,19,47747.782519738415,21.017940019228927,Female,Los Angeles,1.0,49.98170724927504,343.66,68.73,5.0,70.01,11.0,2024-03-21 23:06:24.127682552
149,41,24012.58107549009,50.75584506793339,Female,Los Angeles,1.6,78.19354869263147,69.39,34.69,2.0,31.4,2.5,2023-05-05 13:08:49.138582772
150,38,44101.98494476715,-1.8898766219459184,Female,Chicago,1.6,96.05214759287954,191.02,23.88,8.0,22.91,15.0,2024-05-19 13:42:20.570811416
151,38,50513.07026807113,38.87574492532181,Male,Chicago,1.8,104.62077049594906,108.4,36.13,3.0,22.01,20.0,2024-05-14 14:35:11.514230288
152,39,37180.630373674016,6.598948511215164,Male,Chicago,3.4,163.88366907129262,356.58,44.57,8.0,34.93,8.75,2024-04-27 16:50:12.540250808
153,26,43145.12249262153,84.22653249606162,Male,Chicago,4.6,570.448506749744,993.1,198.62,5.0,227.18,7.0,2024-03-10 01:13:14.391887840
154,37,28876.598475388248,30.766721141239888,Female,New York,0.5,136.20299915584533,471.98,59.0,8.0,56.8,3.75,2024-03-18 19:24:58.997979960
155,38,51156.1791707224,91.32085465847568,Male,Los Angeles,3.9,52.07840179589565,332.64,66.53,5.0,54.15,13.0,2024-01-29 20:21:19.033580672
156,26,65835.41373324725,77.83803383645848,Female,Houston,1.6,86.19459268868502,901.44,128.78,7.0,215.41,12.14,2024-04-09 21:14:54.905898120
157,57,33542.84195344304,33.84206755756458,Male,New York,5.2,39.49178370607236,15.1,7.55,2.0,0.31,7.5,2023-07-22 06:51:04.237284746
158,40,40659.92350171426,23.201009078848063,Male,Chicago,5.0,164.77870376413196,108.89,36.3,3.0,18.92,11.67,2024-04-17 20:05:14.790295808
159,20,57538.19369681273,45.16135627081029,Male,Houston,1.0,72.79684818879272,131.39,26.28,5.0,25.35,9.0,2024-03-10 10:09:16.571131424
160,42,68181.36078984104,47.38383439354492,Female,Los Angeles,2.1,271.42928417451515,346.71,38.52,9.0,27.47,13.33,2024-02-20 08:32:18.278765576
161,23,27602.15281686603,58.65367359881004,Female,Chicago,4.1,39.082927733130255,654.83,93.55,7.0,150.46,10.0,2024-04-01 05:32:04.238484768
162,44,47468.22893876076,30.58641776174553,Male,Phoenix,1.0,41.59935661086662,182.21,36.44,5.0,32.88,13.0,2024-01-19 02:45:36.198723976
163,48,54246.96233479287,68.65987183805508,Male,Chicago,0.1,44.444697196251,216.7,43.34,5.0,45.65,5.0,2024-05-13 03:35:42.978859576
164,25,48469.15414056728,56.63320137499749,Female,Houston,0.9,32.79761850481736,405.68,45.08,9.0,35.93,7.22,2024-05-31 03:53:55.096701936
165,46,12848.118996843694,41.4901210821034,Female,Los Angeles,0.9,95.5508820426586,311.82,77.96,4.0,67.93,16.25,2023-12-29 12:54:42.401648032
166,39,57516.35013963158,32.19898361454942,Female,Chicago,3.3,70.47526641403272,306.68,76.67,4.0,78.38,11.25,2024-05-06 21:57:06.476529528
167,44,72790.04526635967,45.37787542253285,Female,Los Angeles,0.7,76.86664956056741,316.65,52.78,6.0,41.81,10.0,2024-03-08 16:42:39.795195904
168,57,51749.92626754255,29.577468704310775,Male,New York,4.5,7.538120783199899,209.06,52.26,4.0,38.44,15.0,2023-11-17 09:38:22.390047800
169,32,34533.40920058605,51.46096737208969,Male,Phoenix,1.6,20.47045808039633,559.33,111.87,5.0,184.23,8.0,2024-05-26 05:01:39.433988680
170,25,50250.56189004144,52.13596713049775,Male,New York,1.8,50.49105333573184,268.34,67.08,4.0,71.63,8.75,2023-10-19 10:31:46.166123324
171,24,76548.6960148339,56.542682086908485,Female,Phoenix,3.3,61.53998593260503,19.28,19.28,1.0,0.0,5.0,2024-04-15 18:57:02.804456088
172,25,63649.43811290838,94.15606024179635,Female,New York,0.3,272.6307562918577,25.39,12.7,2.0,14.26,12.5,2023-10-16 11:18:22.126042520
173,34,59600.39927576494,46.68888200751069,Male,Los Angeles,0.0,21.075603330099185,275.03,68.76,4.0,71.65,6.25,2024-03-17 15:37:18.884777696
174,39,55346.18875301564,75.11494667811206,Male,Los Angeles,0.1,17.701331690221533,64.68,21.56,3.0,19.56,11.67,2023-12-24 09:04:38.861577232
175,38,40082.94331713542,55.73968492439254,Male,New York,0.1,18.930253315432168,95.08,47.54,2.0,16.05,7.5,2023-12-16 22:38:48.670573412
176,44,46991.43229016347,44.04389245253865,Male,Houston,2.4,60.61320943244968,455.25,65.04,7.0,39.11,7.86,2024-04-13 06:09:01.306826136
177,35,48831.15896482226,47.02101825121915,Male,New York,0.6,112.2007867492178,83.67,16.73,5.0,10.77,10.0,2023-12-30 19:41:03.241264824
178,52,58243.61474096667,48.52933977079874,Female,Chicago,3.9,31.240005051309534,177.97,59.32,3.0,10.91,11.67,2023-05-17 17:44:00.508810176
179,31,72633.78341400356,56.994192693205406,Male,Houston,4.3,63.92689496750788,283.04,40.43,7.0,19.58,8.57,2024-02-13 22:55:27.474549492
180,67,66775.07205189692,26.01698086952576,Female,Los Angeles,0.9,16.715259849622218,296.48,32.94,9.0,15.33,15.0,2024-05-03 09:04:45.773715472
